"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",NA,NA,NA,0.118220341472745,NA,200,"CTHRC1;GPX7;FBLN5;MMP1;VEGFC;CAPG;PMEPA1;ITGA2;VEGFA;COLGALT1;CADM1;SGCD;COPA;BASP1;PCOLCE;SDC4;SGCB;CCN1;FBN1;TPM1;QSOX1;TPM2;ECM2;FAS;TPM4;NOTCH2;LRP1;COL5A1;IGFBP4;IGFBP2"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",NA,NA,NA,0.128452749742184,NA,195,"IGF1R;JAK2;MYC;SLC39A6;SLC19A2;ENDOD1;SLC26A2;AMFR;FLNB;ADCY9;SLC1A4;SIAH2;RPS6KA2;STC2;SLC22A5;OPN3;KLF10;BAG1;ABAT;PDZK1;ARL3;GLA;RBBP8;MPPED2;TIPARP;BLVRB;IGFBP4;ABCA3;MYB"
"HALLMARK_FATTY_ACID_METABOLISM",NA,NA,NA,0.134446395702475,NA,152,"HPGD;HADHB;PDHA1;ACSL5;ME1;CPT2;ACAA2;IDH1;ACSL1;SLC22A5;KMT5A;GCDH;GSTZ1;HCCS;HSD17B7;MCEE;G0S2;ACOT8"
"HALLMARK_G2M_CHECKPOINT",NA,NA,NA,0.519583593383468,NA,194,"MYC;MKI67;NUSAP1;CBX1;STMN1;TPX2;DKC1;BUB1;EZH2;ORC5;SLC12A2;KIF22;RBL1;AURKA;CHEK1;CDK1;MYBL2;KNL1;CDC27;TNPO2;RPA2;FBXO5;CCNA2;BUB3;PML;CTCF;SRSF1;KPNA2;KMT5A;KIF20B;KIF4A;BRCA2;CENPE;NDC80;NUP98;TTK;CDKN3;BCL3;PRC1;TOP2A;KIF11;STIL;TMPO;PBK;UBE2C;RACGAP1;KIF23;CENPA;KIF15;MCM5;LIG3;NOTCH2;CDKN2C;TLE3;AURKB;CENPF;HIRA;CHAF1A;PURA;MCM2;SS18;CUL4A;PRMT5;BIRC5;HNRNPD;JPT1;CKS1B;KATNA1;LMNB1;NEK2;NASP;MAD2L1;CHMP1A;INCENP;KPNB1;MNAT1;EFNA5;SMC2;GINS2;HMGN2;RPS6KA5;SMAD3;XPO1;CCND1;CDK4;CDC7;E2F3;PAFAH1B1;CDC25B;MEIS2"
"HALLMARK_GLYCOLYSIS",NA,NA,NA,0.180403116369914,NA,197,"CASP6;STMN1;CHST12;GLRX;GNE;SLC25A13;PAXIP1;ME1;IRS2;VEGFA;AURKA;CDK1;IER3;MPI;IDH1;EXT2;B4GALT4;HK2;STC2;ME2;RRAGD;CHPF;GALK1;QSOX1;COG2;CENPA;GUSB;COL5A1;KDELR3;B4GALT7;BIK;ALG1;GALK2;FUT8;HOMER1;AK4;NASP;DEPDC1;MDH2;GMPPB;B3GALT6;TPBG;TGFA;VCAN;NOL3;AK3;SRD5A3;SOX9;B4GALT2;SLC25A10;CTH;SLC35A3;IGFBP3;IDUA;HMMR;MXI1;ELF3;ISG20;B3GAT3;PGAM1;MED24;ANKZF1;SPAG4;TXN;UGP2;CLN6;EXT1;KIF2A;ENO1;HAX1;NT5E;LHPP;FKBP4;MERTK;TPI1;KIF20A;PFKP;PPIA;PMM2;NANP;SOD1;SDHC;PGK1;NDUFV3;TALDO1;NSDHL;LDHA;COPB2;HSPA5;RPE;MIF;ZNF292;DDIT4;PGM2;PDK3;CYB5A;ECD;ARPP19;B4GALT1;PYGL;P4HA1;PKM;CD44;STC1;FAM162A;CHPF2;CITED2;HDLBP;PC;DLD;AGRN;ERO1A;PAM;PHKA2;EGFR;VLDLR;GNPDA1;ENO2;MDH1;TPST1;GALE;PLOD2;G6PD;POLR3K;LCT;GCLC;SDC3;ALDOA;CXCR4;GOT2;HS2ST1;SLC16A3;PPFIA4;PKP2;ANGPTL4;GFPT1;PGLS;ALDH7A1;SLC37A4;SAP30;RBCK1;ALDH9A1;PSMC4;P4HA2;EGLN3;IL13RA1;PPP2CB;GYS1;ANG;PYGB;PRPS1;TGFBI;GLCE;AGL;BPNT1;GOT1;PLOD1"
"HALLMARK_HEME_METABOLISM",NA,NA,NA,0.13854823410409,NA,193,"CDR2;MKRN1;ARHGEF12;RCL1;XPO7;ENDOD1;GDE1;CAT;CDC27;DAAM1;OPTN;ALDH6A1;ACSL6;GMPS;EIF2AK1;AGPAT4;SNCA;MINPP1;RAD23A;ARL2BP;RHD;LPIN2;SLC10A3;BLVRB;ADD2;MPP1"
"HALLMARK_HYPOXIA",NA,NA,NA,0.142807641352395,NA,198,"CASP6;TES;GLRX;XPNPEP1;VHL;PDK1;IRS2;VEGFA;IER3;ALDOC;PFKL;SIAH2;HK2;STC2;SDC4;RRAGD;CCN1;GALK1;JMJD6;ATP7A;AMPD3;CCNG2;FBP1;HMOX1;TIPARP;PLIN2;DUSP1;COL5A1;MAP3K1;CDKN1A;KDELR3;NDST2"
"HALLMARK_IL2_STAT5_SIGNALING",NA,NA,NA,0.238061729486229,NA,198,"IGF1R;MYC;DENND5A;NFKBIZ;CTSZ;CAPG;PTRH2;HIPK2;IL4R;CYFIP1;NRP1;MYO1C;PTCH1;HK2;IKZF2;TNFRSF18;FLT3LG;UMPS;RRAGD;BATF;MXD1;CAPN3;LCLAT1;SELL;IL2RA;AHR;IKZF4;SNX14;CCNE1;ADAM19;RNH1;EOMES;CASP3;CD79B;ITGAE;PLIN2;PRNP;CD83;CCND2;CSF2;IL2RB;PDCD2L;SPRED2;LRRC8C;LTB;TNFSF10;SOCS1;SPP1;PIM1;SYT11;COL6A1;ECM1;TTC39B;SWAP70;TIAM1;CD81;RHOH;RORA;IFNGR1;ENPP1;PUS1;CCR4;DRC1;SLC1A5;NCOA3;PHLDA1;SLC2A3;IL18R1;NT5E;TNFRSF4;GPX4;BATF3;GPR65;CDKN1C;TNFRSF1B;APLP1;CKAP4;CDC42SE2;PLPP1;CD48;SNX9;PLEC;CA2;MAP3K8;POU2F1;ICOS;CCND3;TNFRSF8;PLAGL1;ALCAM;AGER;F2RL2;DCPS;BCL2L1;LRIG1;RABGAP1L;HOPX;AHNAK;HUWE1;ITGAV;ARL4A;PRKCH;GLIPR2;IGF2R;SH3BGRL2;P4HA1;EEF1AKMT1;CXCL10;CD44;GABARAPL1;FAH;CTLA4;MAP6;SMPDL3A;ST3GAL4;SERPINB6;PHTF2;GSTO1;SYNGR2;SOCS2;XBP1;ENO3;BMPR2;GALM;ITGA6;DHRS3;COCH;FURIN;BHLHE40;RHOB;IL10;ABCB1;GADD45B;IL3RA;EMP1;MYO1E;NFIL3;PNP;IL10RA;KLF6;CD86;CDC6;CST7;MAPKAPK2;TRAF1;SLC39A8;ODC1;MAFF;IFITM3;AHCY;SPRY4;IL1R2;P2RX4;MUC1;ANXA4;IRF4;PLSCR1;NOP2;GBP4;BCL2;PRAF2;CISH;WLS;CSF1;S100A1;SHE;SELP;SERPINC1;RGS16;IRF6"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",NA,NA,NA,0.147822653772882,NA,85,"CBL;OSMR;CD38;IFNAR1;IL4R;IL12RB1;FAS;IL2RA;HMOX1;CXCL3;IL17RA;A2M;SOCS3;CSF2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",NA,NA,NA,0.366084181727862,NA,96,"TMEM140;ISG15;IFI44;CASP1;IL4R;HERC6;TRIM5;TAP1;CNP;IFI35;C1S;PARP9;SELL;SLC25A28;SAMD9;MX1;CMPK2;TENT5A;RNF31;PARP12;BST2;USP18;IFI44L;IFI27;CD74;OASL;TRIM25;IFITM2;LPAR6;CASP8;IRF2;ISG20;EIF2AK2;TXNIP;PSME1;LY6E;ADAR;UBE2L6;DHX58;STAT2;OGFR;B2M;PSMB8;IFIT2;IFIH1;IFITM1;NMI;RIPK2;IFIT3;SP110;ELF1;DDX60;PROCR;GBP2;TRIM14;PSMB9;OAS1;HLA-C;IFI30;CXCL10;CD47;LAMP3;EPSTI1;IRF9;IL15;IL7;MOV10;RSAD2;TRIM21;PARP14;NUB1;UBA7;PNPT1;PSME2;TRIM26;PSMA3;IRF1;LAP3;MVB12A;TRAFD1;RTP4;IFITM3;SAMD9L;NCOA7;PLSCR1;GBP4;CMTR1;LGALS3BP;CSF1"
